TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	17/11/02
TIME	13:50:00
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-770, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	REFLECTANCE
FIRSTX	2700
LASTX	200
NPOINTS	2501
FIRSTY	89.1941
MAXY	117.143
MINY	-443
XYDATA
2469	14.3706
2468	9.83077
2467	12.9577
2466	10.5965
2465	1.1437
2464	6.7415
2463	-1.78743
2462	10.9995
2461	1.28159
2460	7.95605
2459	15.2097
2458	4.77306
2457	1.51618
2456	13.9186
2455	7.93518
2454	6.79433
2453	12.0409
2452	5.63506
2451	16.9551
2450	6.73391
2449	9.24501
2448	13.9381
2447	-0.0235424
2446	12.2078
2445	2.41447
2444	2.73787
2443	20.4915
2442	3.39818
2441	11.9661
2440	8.99739
2439	12.6901
2438	15.335
2437	5.00415
2436	2.34208
2435	14.1551
2434	7.62987
2433	7.63854
2432	11.6694
2431	6.1176
2430	18.7237
2429	13.0452
2428	9.62497
2427	16.3496
2426	11.3277
2425	12.9427
2424	1.68805
2423	1.83991
2422	11.5321
2421	5.9999
2420	2.0249
2419	9.96069
2418	3.31112
2417	9.43637
2416	5.08407
2415	6.67785
2414	8.22218
2413	9.98607
2412	6.68935
2411	18.9648
2410	5.49851
2409	7.89414
2408	6.04626
2407	4.30126
2406	9.36641
2405	6.25745
2404	13.0688
2403	10.5761
2402	0.761825
2401	11.5468
2400	7.70932
2399	6.30089
2398	8.27822
2397	4.18064
2396	9.47414
2395	15.2296
2394	7.70221
2393	12.0582
2392	5.98184
2391	9.91318
2390	13.0955
2389	11.0529
2388	6.86746
2387	6.88509
2386	4.2445
2385	11.3896
2384	9.52981
2383	9.88744
2382	21.0634
2381	3.89004
2380	5.20791
2379	5.53637
2378	3.87341
2377	10.1642
2376	2.67992
2375	11.4733
2374	9.76966
2373	2.32779
2372	7.08006
2371	4.2954
2370	5.60739
2369	3.837
2368	-0.90282
2367	11.8617
2366	4.03681
2365	10.1329
2364	9.57833
2363	3.52287
2362	2.80059
2361	14.5077
2360	6.11051
2359	10.4468
2358	9.97754
2357	7.38716
2356	10.7403
2355	2.61257
2354	12.885
2353	12.5039
2352	-0.596035
2351	6.66179
2350	5.61676
2349	3.44184
2348	15.4526
2347	6.24359
2346	7.4849
2345	10.776
2344	6.93907
2343	12.3606
2342	4.63058
2341	5.44862
2340	13.3152
2339	1.23541
2338	13.4376
2337	13.1174
2336	3.71088
2335	8.04682
2334	9.51793
2333	12.0815
2332	10.1956
2331	2.32039
2330	16.6454
2329	7.21406
2328	1.37239
