TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	17/11/02
TIME	13:25:00
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-770, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	2700
LASTX	200
NPOINTS	2501
FIRSTY	57.9539
MAXY	70.171
MINY	-0.782568
XYDATA
2700	57.9539
2699	50.0546
2698	52.1424
2697	54.5242
2696	70.171
2695	52.1547
2694	61.7707
2693	46.8417
2692	48.4904
2691	65.4159
2690	43.7501
2689	54.175
2688	54.7113
2687	51.1869
2686	63.7738
2685	54.8406
2684	49.9497
2683	57.1963
2682	50.7617
2681	56.993
2680	55.8146
2679	49.5254
2678	55.148
2677	49.4974
2676	54.6309
2675	54.6488
2674	49.3048
2673	54.1406
2672	53.2744
2671	53.6064
2670	57.1675
2669	58.941
2668	51.1076
2667	56.2649
2666	54.6384
2665	59.3575
2664	51.8518
2663	53.7429
2662	55.9054
2661	52.3855
2660	56.7604
2659	55.5619
2658	53.6849
2657	54.4657
2656	52.6086
2655	53.3607
2654	56.1566
2653	54.5653
2652	54.351
2651	53.3517
2650	52.8993
2649	53.3133
2648	53.6976
2647	53.1589
2646	54.1463
2645	51.5056
2644	54.6953
2643	52.9699
2642	53.3372
2641	54.5234
2640	53.7194
2639	53.6532
2638	54.0194
2637	53.337
2636	54.2112
2635	53.0787
2634	52.8975
2633	54.7549
2632	53.5569
2631	52.4746
2630	53.0812
2629	55.4557
2628	54.6548
2627	54.1543
2626	52.395
2625	54.5935
2624	53.3403
2623	54.6919
2622	52.8812
2621	53.619
2620	55.5948
2619	53.8137
2618	53.9649
2617	54.3969
2616	53.3745
2615	54.9289
2614	55.0475
2613	52.5383
2612	55.8262
2611	55.1635
2610	53.43
2609	55.3986
2608	53.7638
2607	55.0738
2606	54.5939
2605	58.3032
2604	55.541
2603	54.8357
2602	54.081
2601	56.7191
2600	53.9644
2599	53.6102
2598	53.9495
2597	53.5917
2596	54.3221
2595	54.5177
2594	55.5781
2593	55.021
2592	54.6312
2591	53.5204
2590	52.2899
2589	51.0793
2588	53.3499
2587	52.8673
2586	50.3887
2585	53.7625
2584	53.5701
2583	51.5093
2582	55.7944
2581	55.2343
2580	54.2342
2579	54.3048
2578	55.2204
2577	54.6184
2576	53.1714
2575	53.8981
2574	53.6065
2573	55.4127
2572	54.3254
2571	53.802
2570	53.5929
2569	54.0801
2568	53.4215
2567	53.8766
2566	53.9616
2565	53.2185
2564	54.7267
2563	54.4079
2562	54.7477
2561	56.1478
2560	52.9861
2559	54.9166
2558	53.7922
2557	52.9694
2556	53.5027
2555	53.4815
2554	52.5812
2553	53.7273
2552	53.3357
2551	53.4241
2550	53.6861
2549	53.2037
2548	53.9338
2547	55.0209
2546	52.8997
2545	54.3534
2544	53.0916
2543	53.4761
2542	53.3506
2541	52.9878
2540	53.2078
2539	53.9347
2538	52.8929
2537	53.3049
2536	52.0647
2535	53.6143
2534	53.293
2533	53.8364
2532	53.496
2531	54.0146
2530	53.9028
2529	54.1102
2528	53.0507
2527	53.6549
2526	53.2956
2525	53.6442
2524	54.0439
2523	53.1461
2522	53.1168
2521	53.7608
2520	53.6496
2519	53.1261
2518	53.7118
2517	52.9049
2516	53.4622
2515	53.4917
2514	52.7486
2513	53.4685
2512	52.4423
2511	53.6038
2510	53.8146
2509	53.736
2508	53.4402
2507	53.8391
2506	53.2967
2505	54.1808
2504	53.7265
2503	52.6087
2502	53.6325
2501	52.4919
2500	53.4634
2499	53.3436
2498	53.0719
2497	55.3149
2496	53.5341
2495	53.6798
2494	53.0691
2493	53.401
2492	54.7021
2491	53.6376
2490	53.3939
2489	53.7669
2488	52.7475
2487	53.5418
2486	53.4447
2485	52.2978
2484	53.1814
2483	53.737
2482	52.9241
2481	54.1179
2480	52.4465
2479	53.6095
2478	53.8328
2477	53.0846
2476	54.0418
2475	53.9606
2474	52.8173
2473	53.5749
2472	53.2127
2471	53.3451
2470	53.3264
2469	52.7904
2468	53.6548
2467	52.4738
2466	53.3705
2465	53.7935
2464	52.9059
