TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	17/07/14
TIME	12:51:00
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-770, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	2700
LASTX	700
NPOINTS	2001
FIRSTY	1.51001
MAXY	10
MINY	1.09793
XYDATA
2464	1.50473
2463	1.50011
2462	1.51353
2461	1.51867
2460	1.50244
2459	1.49927
2458	1.50071
2457	1.51863
2456	1.51844
2455	1.50653
2454	1.51343
2453	1.50358
2452	1.49965
2451	1.49248
2450	1.50994
2449	1.51962
2448	1.51493
2447	1.49365
2446	1.50037
2445	1.4915
2444	1.49983
2443	1.5149
2442	1.5096
2441	1.50223
2440	1.50214
2439	1.4942
2438	1.4986
2437	1.51273
2436	1.50954
2435	1.51831
2434	1.51155
2433	1.49722
2432	1.49885
2431	1.49917
2430	1.50392
2429	1.50367
2428	1.49674
2427	1.50634
2426	1.49462
2425	1.50628
2424	1.50643
2423	1.50258
2422	1.50565
2421	1.50903
2420	1.50025
2419	1.49867
2418	1.50872
2417	1.50556
2416	1.50224
2415	1.50586
2414	1.49806
2413	1.49978
2412	1.49663
2411	1.50724
2410	1.50375
2409	1.50527
2408	1.48929
2407	1.50019
2406	1.50682
2405	1.50966
2404	1.51166
2403	1.5018
2402	1.50395
2401	1.50054
2400	1.49823
2399	1.50533
2398	1.50218
2397	1.50692
2396	1.50202
2395	1.49883
2394	1.49667
2393	1.49568
2392	1.50138
2391	1.50669
2390	1.50026
2389	1.50069
2388	1.50791
2387	1.49813
2386	1.50007
2385	1.50217
2384	1.51085
2383	1.496
2382	1.49758
2381	1.50264
2380	1.49639
2379	1.50089
2378	1.51299
2377	1.50356
2376	1.50292
2375	1.49588
2374	1.49346
2373	1.49989
2372	1.49889
2371	1.5095
2370	1.50661
2369	1.4939
2368	1.49709
2367	1.49855
2366	1.50154
2365	1.51695
2364	1.50559
2363	1.50525
2362	1.50066
2361	1.49689
2360	1.49774
2359	1.50279
2358	1.50375
2357	1.49733
2356	1.49265
2355	1.49535
2354	1.49407
2353	1.48934
2352	1.50641
2351	1.50456
2350	1.49936
2349	1.50266
2348	1.50122
2347	1.49914
2346	1.49977
2345	1.50196
2344	1.50162
2343	1.49251
2342	1.51036
2341	1.49156
2340	1.4912
2339	1.49009
2338	1.50078
2337	1.49874
2336	1.49816
2335	1.50011
2334	1.48739
2333	1.49342
2332	1.49114
2331	1.50352
2330	1.49956
2329	1.50247
2328	1.49586
2327	1.49196
2326	1.49243
2325	1.49613
2324	1.49226
2323	1.50173
