TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	17/08/01
TIME	13:08:00
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-770, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	2300
LASTX	700
NPOINTS	1601
FIRSTY	54.0548
MAXY	55.5991
MINY	-0.828962
XYDATA
2300	54.0548
2299	53.8161
2298	54.4901
2297	53.657
2296	53.8885
2295	53.956
2294	53.456
2293	54.0827
2292	53.782
2291	54.2544
2290	54.3468
2289	54.1783
2288	54.0945
2287	53.9816
2286	53.4406
2285	53.9858
2284	53.806
2283	53.7907
2282	54.277
2281	54.3663
2280	54.4022
2279	53.8492
2278	53.728
2277	53.6808
2276	53.7906
2275	54.3479
2274	54.2568
2273	53.9725
2272	53.6573
2271	53.9752
2270	54.1609
2269	53.9042
2268	54.276
2267	54.0016
2266	53.8332
2265	53.8017
2264	53.7306
2263	54.4047
2262	54.0846
2261	53.861
2260	53.9159
2259	53.8666
2258	54.0627
2257	53.9768
2256	53.7434
2255	53.7867
2254	53.873
2253	54.049
2252	54.2973
2251	54.2167
2250	53.9803
2249	54.2677
2248	53.486
2247	54.2646
2246	54.2376
2245	54.3826
2244	53.7495
2243	54.2596
2242	53.9466
2241	53.7988
2240	54.7304
2239	54.3864
2238	54.7215
2237	53.8262
2236	53.4184
2235	53.6005
2234	53.6366
2233	54.2962
2232	54.1184
2231	54.3834
2230	54.193
2229	54.1288
2228	53.8329
2227	53.9661
2226	53.9255
2225	53.8522
2224	54.3867
2223	54.4143
2222	53.9677
2221	54.3035
2220	53.746
2219	54.0828
2218	53.5241
2217	53.9625
2216	54.1339
2215	53.814
2214	53.713
2213	54.2717
2212	53.2357
2211	53.6715
2210	53.557
2209	54.1037
2208	53.4309
2207	53.865
2206	54.0772
2205	54.1232
2204	54.4282
2203	53.8419
2202	54.5303
2201	54.3057
2200	54.0104
2199	53.8731
2198	54.1878
2197	53.8398
2196	53.6796
2195	54.1952
2194	54.422
2193	54.1624
2192	53.3927
2191	53.9281
2190	53.9922
2189	54.2821
2188	54.2158
2187	54.1555
2186	54.5829
2185	54.135
2184	53.8675
2183	54.2402
2182	53.9564
2181	54.4026
2180	54.028
2179	53.9753
2178	54.5536
2177	53.5711
2176	53.9255
2175	53.5722
2174	54.2906
2173	53.7587
2172	54.3779
2171	54.4667
2170	54.4984
2169	54.1169
2168	53.9723
2167	53.7803
2166	53.9514
2165	53.7888
2164	54.1372
2163	54.1458
2162	54.2366
2161	53.9845
2160	54.0267
2159	54.1694
2158	54.2488
2157	54.084
2156	54.2005
2155	54.0964
2154	53.8439
2153	53.8547
2152	54.3916
2151	53.4839
2150	54.1844
2149	53.9177
2148	53.9636
2147	54.0263
2146	54.1409
2145	53.8719
2144	54.0989
2143	54.1123
2142	53.8143
2141	54.1897
2140	54.4055
2139	53.6894
2138	54.5555
2137	54.0225
2136	53.9672
2135	53.734
2134	54.4588
2133	54.631
2132	53.9444
2131	53.9111
2130	53.859
2129	53.8651
2128	54.2735
2127	54.6557
2126	54.1109
2125	53.7803
2124	54.0174
2123	53.828
2122	54.2326
2121	53.9579
2120	54.5151
2119	54.3301
2118	54.1828
2117	53.7217
2116	53.5712
2115	53.7233
2114	53.9178
2113	53.5906
2112	53.979
2111	53.6452
2110	53.9795
2109	54.1514
2108	53.7751
2107	53.8028
2106	53.9254
2105	54.0831
2104	53.4451
2103	53.8023
2102	53.654
2101	53.8791
2100	54.0742
2099	54.3885
2098	53.7338
2097	54.1306
2096	54.2453
2095	54.0621
2094	53.8198
2093	53.8264
2092	54.1333
2091	54.3052
2090	53.787
2089	54.0073
2088	53.9221
2087	54.5657
2086	53.4597
2085	53.9138
2084	54.2161
2083	54.338
2082	53.9031
2081	54.3374
2080	54.1153
2079	54.5631
2078	53.6374
2077	53.7591
2076	53.818
2075	54.0417
2074	54.3255
2073	53.9479
2072	53.8423
2071	53.9325
2070	53.5964
2069	54.0044
2068	53.862
2067	54.3229
2066	53.9879
2065	53.6938
2064	53.847
2063	53.3866
2062	53.5689
